Popularity,TF-IDF Total,LOG TF-IDF Total
12.4168234375,4.461175856772989,0.6493362684879971
16.393236428571427,4.610701859050038,0.6637646513906821
13.714239500000001,4.656333260778961,0.6680413856836909
10.590919384615384,4.708130303965846,0.6728470257262416
33.38139900000001,4.751425928990462,0.676822035036858
13.396351750000001,4.808563788748426,0.6820140163089502
17.773748124999997,4.856249398383206,0.6862990905803666
24.406810235294117,4.901245600192772,0.6903041754319171
15.565685999999998,4.952941195859223,0.6948612203429946
15.301879379310344,5.005051953183962,0.6994068933474717
18.14303656666667,5.054878665230098,0.7037088767716752
22.231245125000004,5.10500287611171,0.7079940588134137
16.159913549019606,5.156594502498073,0.7123615130852353
26.706012687499996,5.20235415983345,0.7161988280354951
19.01590949253731,5.254921122557705,0.7205642767836152
18.264069315068493,5.3047162096334715,0.7246603304251692
18.63544743956044,5.354276701500288,0.7286991217894071
22.37863042857143,5.4053513712982,0.732822498204507
22.312122438775507,5.453562685740698,0.736678969953679
21.453486627737227,5.507722300050596,0.7409707470408848
20.87485234868421,5.554589998210609,0.7446505201114015
21.286045766871165,5.605114580155013,0.7485829357496996
21.341637411764705,5.653449553609387,0.7523119942279274
21.45486358421053,5.70200966683047,0.7560266175095293
21.5648536875,5.752677180457597,0.7598685694154842
23.270942155440416,5.8046108851344,0.7637716638595687
22.1242356010929,5.854508098078402,0.7674891780490347
22.590350175531913,5.906023729944738,0.7712939906638611
23.657333930875577,5.953054046359982,0.7747387384951318
23.46651240909091,6.004088577331122,0.7784458101186326
20.01428654040404,6.053876145778982,0.7820322737118663
27.84259800571429,6.103846491300909,0.7856023662300305
27.39554780337079,6.154360438039531,0.7891817650910735
22.51169090410959,6.204068823162674,0.7926754766154309
23.27054420666667,6.251956671669166,0.7960149362168767
23.118438781021897,6.303954036780553,0.7996118662705078
21.504865674796747,6.35137795425541,0.8028669395899092
21.57970673529412,6.401555206647591,0.8062843074791892
30.349087860869567,6.453266654738863,0.8097784582919509
18.95003604819277,6.504276950198348,0.8131980054116345
23.63668006849315,6.554555760148727,0.8165424255181452
19.742966912280703,6.604166905134888,0.8198170570194427
19.65361169230769,6.656973575833854,0.8232758289745992
19.059385953488373,6.700743970287306,0.8261219337882474
15.6722664375,6.745906020997193,0.829039595414527
30.66176800000001,6.8064690347772645,0.832921194999329
17.8362706,6.84885971260682,0.8356174823953137
10.517289416666667,6.904253520606271,0.8391156002097264
10.400414375,6.9442848521462075,0.8416269861082246
20.009180055555557,7.005453491318268,0.8454357231739339
43.6409334,7.053284720264642,0.8483904572498367
25.119489333333334,7.105817277542424,0.8516139351090649
22.550135,7.28516762818229,0.8624395491268775
35.601665,7.4867251042994,0.8742918871045811
27.220157,7.5225527065569775,0.8763652392950249
46.875375,7.691637618752938,0.8860188148431889
87.350802,7.326305199442937,0.8648850065579962
2.877488,4.382306595245862,0.6417027584290522
14.562197,4.178818741016082,0.621053533746223
8.982335,4.530565680756336,0.6561524308634292
15.788784,4.550061684104513,0.6580172843240627
16.742972,4.5601490131583775,0.6589790344484348
66.11334,4.4817639521086985,0.651448979152133
2.303865,4.400813245995921,0.6435329391254666
3.007816,4.564382648410706,0.6593820457214764
11.431434,4.430324015568698,0.6464354898861934
0.812776,4.359505691584406,0.6394372489962417
2.881239,7.342972889329422,0.8658719247710222
5.038953,4.470364890759727,0.6503429735963127
25.613197,4.369742367417952,0.6404558324607988
0.114342,7.235354900053686,0.8594598384757546
10.095184,4.481159526201557,0.6513904047735334
0.177356,8.255839338651732,0.9167612328519443
17.234745,7.389663946561108,0.8686246888044848
0.143784,7.639190954013598,0.8830473660609178
0.018087,8.257475868886285,0.9168473132111852
0.493223,4.528335851760076,0.655938629566496
13.971674,4.563155826637324,0.65926529969381
0.833937,4.527363977641593,0.6558454110242885
